date,stadium,latitude,longitude,temperature_2m_mean,precipitation_sum,windspeed_10m_max
2015-03-18,Spotify Camp Nou,41.3809,2.1228,11.9,0.0,23.7
2015-03-17,Vicente Calderón,40.3992,-3.7185,8.1,0.2,11.7
2015-03-18,SIGNAL IDUNA PARK,51.4926,7.4519,9.2,0.0,12.9
2015-03-10,Santiago Bernabéu,40.4531,-3.6883,10.8,0.0,10.1
2015-03-11,Allianz Arena,48.2188,11.6247,5.0,2.7,14.7
2015-03-17,Stade Louis-II,43.727,7.4155,10.1,13.4,19.8
2015-03-10,Estádio do Dragão,41.1614,-8.5835,10.5,0.0,9.3
2015-04-15,Parc des Princes,48.8414,2.253,15.8,0.0,9.7
2015-04-14,Vicente Calderón,40.3992,-3.7185,16.4,0.0,20.6
2015-04-15,Estádio do Dragão,41.1614,-8.5835,14.8,6.5,13.0
2015-04-14,Allianz Stadium,45.1096,7.6412,15.6,0.0,5.1
2015-04-21,Allianz Arena,48.2188,11.6247,10.7,0.0,11.1
2015-04-21,Spotify Camp Nou,41.3809,2.1228,15.3,0.0,14.7
2015-04-22,Santiago Bernabéu,40.4531,-3.6883,13.8,0.2,16.2
2015-04-22,Stade Louis-II,43.727,7.4155,15.8,0.0,12.8
2015-05-05,Allianz Stadium,45.1096,7.6412,15.8,0.5,7.1
2015-05-06,Spotify Camp Nou,41.3809,2.1228,17.9,0.0,19.4
2015-05-12,Allianz Arena,48.2188,11.6247,18.1,0.0,14.2
2015-05-13,Santiago Bernabéu,40.4531,-3.6883,25.9,0.0,22.4
2015-06-06,Olympiastadion Berlin,52.5147,13.2395,22.0,0.5,19.3
2015-09-15,Parc des Princes,48.8414,2.253,14.9,2.2,25.7
2015-09-15,Santiago Bernabéu,40.4531,-3.6883,15.7,2.6,20.1
2015-09-15,Volkswagen Arena,52.4323,10.8035,14.6,2.8,21.6
2015-09-15,Philips Stadion,51.4416,5.4674,13.9,2.8,31.1
2015-09-15,Ali Sami Yen Spor Kompleksi RAMS Park,41.0765,28.9834,21.8,0.0,21.4
2015-09-15,Estádio da Luz,38.7527,-9.1846,19.3,1.0,35.2
2015-09-15,Etihad Stadium,53.4831,-2.2004,11.9,3.8,19.1
2015-09-15,Ramón Sánchez-Pizjuán,37.384,-5.9706,21.3,0.0,21.9
2015-09-16,BayArena,51.0383,7.0022,16.0,11.9,29.6
2015-09-16,Olimpico di Roma,41.9335,12.4544,25.2,0.0,23.5
2015-09-16,Maksimir,45.8177,16.0122,23.5,0.0,21.3
2015-09-16,Stadio Georgios Karaiskakis,37.9368,23.6689,24.2,0.0,19.2
2015-09-16,NSK Olimpisky,50.4338,30.5218,16.8,0.0,18.6
2015-09-16,Stamford Bridge,51.4816,-0.191,12.8,14.5,22.8
2015-09-16,Mestalla,39.4747,-0.3583,24.6,0.0,22.0
2015-09-16,Ghelamco Arena,51.0955,3.7318,15.7,12.6,26.4
2015-09-29,Spotify Camp Nou,41.3809,2.1228,17.4,17.9,17.7
2015-09-29,Borisov-Arena,54.2482,28.5,8.9,0.2,20.2
2015-09-29,Allianz Arena,48.2188,11.6247,10.6,0.0,27.7
2015-09-29,Emirates Stadium,51.5549,-0.1084,13.3,0.0,20.4
2015-09-29,Sammy Ofer Stadium,32.794,34.9522,26.7,0.3,19.8
2015-09-29,Estádio do Dragão,41.1614,-8.5835,19.1,0.0,12.6
2015-09-29,Petrovsky,59.956,30.249,9.8,0.1,22.0
2015-09-29,Stade de Gerland,45.73,4.8277,13.5,0.2,11.7
2015-09-30,Astana Arena,51.1282,71.3148,13.1,0.0,8.2
2015-09-30,Arena Lviv,49.7906,23.9503,9.6,0.1,18.9
2015-09-30,Eleda Stadion,55.5927,12.9895,11.4,0.0,13.8
2015-09-30,Old Trafford,53.4631,-2.2913,11.4,0.0,18.7
2015-09-30,Arena Khimki,55.8918,37.3601,8.4,0.0,11.5
2015-09-30,Vicente Calderón,40.3992,-3.7185,17.3,0.1,8.5
2015-09-30,Stadion im Borussia-Park,51.1746,6.385,11.9,0.0,19.1
2015-09-30,Allianz Stadium,45.1096,7.6412,12.2,0.0,7.2
2015-10-20,Borisov-Arena,54.2482,28.5,6.8,0.0,22.9
2015-10-20,BayArena,51.0383,7.0022,8.6,0.3,11.3
2015-10-20,Emirates Stadium,51.5549,-0.1084,10.4,0.0,13.2
2015-10-20,Maksimir,45.8177,16.0122,9.6,0.0,10.7
2015-10-20,Estádio do Dragão,41.1614,-8.5835,18.7,0.0,22.0
2015-10-20,NSK Olimpisky,50.4338,30.5218,8.3,7.6,26.6
2015-10-20,Petrovsky,59.956,30.249,1.8,0.0,12.8
2015-10-20,Mestalla,39.4747,-0.3583,17.7,3.2,13.6
2015-10-21,Eleda Stadion,55.5927,12.9895,9.4,0.4,21.2
2015-10-21,Parc des Princes,48.8414,2.253,9.8,1.0,14.0
2015-10-21,Arena Khimki,55.8918,37.3601,-1.9,0.0,14.5
2015-10-21,Volkswagen Arena,52.4323,10.8035,8.9,0.0,13.2
2015-10-21,Vicente Calderón,40.3992,-3.7185,12.2,0.0,12.4
2015-10-21,Ali Sami Yen Spor Kompleksi RAMS Park,41.0765,28.9834,16.2,12.4,23.8
2015-10-21,Allianz Stadium,45.1096,7.6412,10.2,0.0,5.8
2015-10-21,Etihad Stadium,53.4831,-2.2004,11.8,5.9,21.2
2015-11-03,Arena Lviv,49.7906,23.9503,5.5,0.0,13.1
2015-11-03,Santiago Bernabéu,40.4531,-3.6883,10.3,5.3,16.6
2015-11-03,Old Trafford,53.4631,-2.2913,9.3,1.3,10.7
2015-11-03,Philips Stadion,51.4416,5.4674,8.9,0.0,11.1
2015-11-03,Astana Arena,51.1282,71.3148,-2.7,0.0,27.1
2015-11-03,Estádio da Luz,38.7527,-9.1846,16.4,0.9,21.3
2015-11-03,Ramón Sánchez-Pizjuán,37.384,-5.9706,17.0,9.4,23.5
2015-11-03,Stadion im Borussia-Park,51.1746,6.385,8.4,0.0,14.5
2015-11-04,Spotify Camp Nou,41.3809,2.1228,15.2,0.0,8.9
2015-11-04,Olimpico di Roma,41.9335,12.4544,16.1,0.0,7.4
2015-11-04,Allianz Arena,48.2188,11.6247,7.0,0.0,8.8
2015-11-04,Stadio Georgios Karaiskakis,37.9368,23.6689,13.4,0.0,16.9
2015-11-04,Sammy Ofer Stadium,32.794,34.9522,22.2,5.5,31.4
2015-11-04,Stamford Bridge,51.4816,-0.191,11.3,5.0,13.1
2015-11-04,Stade de Gerland,45.73,4.8277,14.2,3.8,18.4
2015-11-04,Ghelamco Arena,51.0955,3.7318,12.9,0.1,23.1
2015-11-25,Arena Lviv,49.7906,23.9503,-1.5,0.0,16.2
2015-11-25,Eleda Stadion,55.5927,12.9895,4.5,5.6,30.4
2015-11-25,Arena Khimki,55.8918,37.3601,-3.3,0.0,10.0
2015-11-25,Old Trafford,53.4631,-2.2913,7.5,0.0,21.2
2015-11-25,Vicente Calderón,40.3992,-3.7185,8.9,0.0,16.0
2015-11-25,Astana Arena,51.1282,71.3148,-1.7,1.5,23.1
2015-11-25,Allianz Stadium,45.1096,7.6412,2.2,0.0,6.5
2015-11-25,Stadion im Borussia-Park,51.1746,6.385,4.8,3.4,17.7
2015-11-24,Borisov-Arena,54.2482,28.5,-0.3,0.7,16.9
2015-11-24,Spotify Camp Nou,41.3809,2.1228,6.2,0.0,8.9
2015-11-24,Emirates Stadium,51.5549,-0.1084,7.4,7.6,24.5
2015-11-24,Allianz Arena,48.2188,11.6247,-1.3,0.0,8.3
2015-11-24,Estádio do Dragão,41.1614,-8.5835,9.0,0.0,10.7
2015-11-24,Sammy Ofer Stadium,32.794,34.9522,18.9,0.0,14.1
2015-11-24,Petrovsky,59.956,30.249,-1.1,0.0,17.4
2015-11-24,Stade de Gerland,45.73,4.8277,1.1,0.2,9.7
2015-12-08,Parc des Princes,48.8414,2.253,9.0,7.4,16.7
2015-12-08,Santiago Bernabéu,40.4531,-3.6883,7.5,0.0,5.9
2015-12-08,Volkswagen Arena,52.4323,10.8035,8.9,0.0,14.2
2015-12-08,Philips Stadion,51.4416,5.4674,9.9,3.2,18.5
2015-12-08,Ali Sami Yen Spor Kompleksi RAMS Park,41.0765,28.9834,9.4,0.0,25.8
2015-12-08,Estádio da Luz,38.7527,-9.1846,14.6,0.0,15.0
2015-12-08,Etihad Stadium,53.4831,-2.2004,9.4,2.3,27.2
2015-12-08,Ramón Sánchez-Pizjuán,37.384,-5.9706,13.8,0.0,9.8
2015-12-09,BayArena,51.0383,7.0022,7.3,3.8,15.1
2015-12-09,Olimpico di Roma,41.9335,12.4544,10.9,0.0,7.9
2015-12-09,Maksimir,45.8177,16.0122,4.1,0.0,5.0
2015-12-09,Stadio Georgios Karaiskakis,37.9368,23.6689,11.3,0.0,22.3
2015-12-09,NSK Olimpisky,50.4338,30.5218,-1.6,0.0,11.7
2015-12-09,Stamford Bridge,51.4816,-0.191,7.6,0.0,27.7
2015-12-09,Mestalla,39.4747,-0.3583,12.0,0.0,10.2
2015-12-09,Ghelamco Arena,51.0955,3.7318,7.1,0.0,20.1
2016-02-17,Ghelamco Arena,51.0955,3.7318,-0.8,0.0,10.0
2016-02-17,Olimpico di Roma,41.9335,12.4544,12.1,5.0,21.3
2016-02-16,Parc des Princes,48.8414,2.253,1.3,0.0,13.7
2016-02-23,Emirates Stadium,51.5549,-0.1084,4.0,0.6,12.4
2016-02-23,Allianz Stadium,45.1096,7.6412,10.4,0.6,8.3
2016-02-24,Philips Stadion,51.4416,5.4674,2.4,0.4,9.2
2016-02-16,Estádio da Luz,38.7527,-9.1846,9.0,0.0,28.8
2016-02-24,NSK Olimpisky,50.4338,30.5218,3.0,7.2,17.1
2016-03-08,Volkswagen Arena,52.4323,10.8035,1.8,0.0,14.5
2016-03-08,Santiago Bernabéu,40.4531,-3.6883,4.9,0.0,20.4
2016-03-09,Stamford Bridge,51.4816,-0.191,7.2,14.7,31.9
2016-03-16,Spotify Camp Nou,41.3809,2.1228,8.0,6.5,18.8
2016-03-16,Allianz Arena,48.2188,11.6247,2.1,0.1,29.6
2016-03-15,Vicente Calderón,40.3992,-3.7185,7.0,0.0,10.3
2016-03-09,Petrovsky,59.956,30.249,1.5,2.0,18.4
2016-03-15,Etihad Stadium,53.4831,-2.2004,5.7,0.0,20.1
2016-04-06,Volkswagen Arena,52.4323,10.8035,10.8,0.1,23.2
2016-04-05,Allianz Arena,48.2188,11.6247,13.6,0.0,16.6
2016-04-05,Spotify Camp Nou,41.3809,2.1228,13.2,29.0,20.1
2016-04-06,Parc des Princes,48.8414,2.253,9.5,0.4,26.1
2016-04-12,Santiago Bernabéu,40.4531,-3.6883,8.4,12.7,16.9
2016-04-13,Estádio da Luz,38.7527,-9.1846,13.4,1.8,29.2
2016-04-13,Vicente Calderón,40.3992,-3.7185,10.0,0.4,19.5
2016-04-12,Etihad Stadium,53.4831,-2.2004,8.0,8.2,17.7
2016-04-26,Etihad Stadium,53.4831,-2.2004,4.2,1.0,26.5
2016-04-27,Vicente Calderón,40.3992,-3.7185,14.5,0.0,17.8
2016-05-04,Santiago Bernabéu,40.4531,-3.6883,16.7,0.0,11.6
2016-05-03,Allianz Arena,48.2188,11.6247,10.6,5.0,19.6
2016-05-28,Giuseppe Meazza,45.4781,9.124,21.1,0.0,8.5
2016-09-13,St. Jakob-Park,47.542,7.6208,21.8,0.0,7.6
2016-09-13,Parc des Princes,48.8414,2.253,26.5,0.0,16.0
2016-09-13,Estádio da Luz,38.7527,-9.1846,19.4,15.7,26.7
2016-09-13,NSK Olimpisky,50.4338,30.5218,20.6,0.0,19.8
2016-09-13,Spotify Camp Nou,41.3809,2.1228,23.7,0.0,15.4
2016-09-14,Etihad Stadium,53.4831,-2.2004,19.5,0.0,24.6
2016-09-13,Allianz Arena,48.2188,11.6247,20.8,0.0,12.6
2016-09-13,Philips Stadion,51.4416,5.4674,24.5,0.0,13.3
2016-09-14,Wembley Stadium,51.556,-0.2796,22.2,0.0,14.6
2016-09-14,Stadion Miejski im. Marszałka Józefa Piłsudskiego,51.1433,16.9431,21.5,0.0,15.0
2016-09-14,Santiago Bernabéu,40.4531,-3.6883,15.1,0.3,13.4
2016-09-14,Estádio do Dragão,41.1614,-8.5835,15.0,3.9,16.3
2016-09-14,Jan Breydelstadion,51.1872,3.1964,23.5,0.0,15.9
2016-09-14,Allianz Stadium,45.1096,7.6412,20.9,0.1,6.2
2016-09-14,Groupama Stadium,45.7655,4.9821,23.0,1.2,18.8
2016-09-14,BayArena,51.0383,7.0022,25.4,0.0,14.5
2016-09-27,Stade Louis-II,43.727,7.4155,19.4,2.5,8.0
2016-09-27,VEB Arena,55.8306,37.644,9.6,0.0,20.7
2016-09-27,SIGNAL IDUNA PARK,51.4926,7.4519,16.2,0.0,9.4
2016-09-27,Estádio José Alvalade,38.7612,-9.1605,21.4,0.0,28.5
2016-09-27,Parken,55.7027,12.5783,15.9,0.3,18.3
2016-09-27,King Power Stadium,52.6204,-1.1422,15.8,0.3,26.7
2016-09-27,Ramón Sánchez-Pizjuán,37.384,-5.9706,27.3,0.0,9.7
2016-09-27,Maksimir,45.8177,16.0122,15.9,0.0,8.5
2016-09-28,Vasil Levski,42.6952,23.3394,13.6,0.0,5.8
2016-09-28,Emirates Stadium,51.5549,-0.1084,16.6,0.0,24.2
2016-09-28,Tüpraş Stadyumu,40.7699,29.9408,16.3,1.2,12.2
2016-09-28,Diego Armando Maradona,40.8278,14.193,20.2,0.0,14.8
2016-09-28,Stadion im Borussia-Park,51.1746,6.385,17.7,0.0,22.0
2016-09-28,Celtic Park,55.8497,-4.2054,15.0,5.4,33.7
2016-09-28,Vicente Calderón,40.3992,-3.7185,21.0,0.0,18.1
2016-09-28,Olimp-2,47.222,39.702,11.2,0.0,17.0
2016-10-19,Emirates Stadium,51.5549,-0.1084,10.8,0.0,19.9
2016-10-19,Parc des Princes,48.8414,2.253,10.8,0.1,16.9
2016-10-19,Diego Armando Maradona,40.8278,14.193,17.0,0.4,10.0
2016-10-19,NSK Olimpisky,50.4338,30.5218,2.7,0.0,18.1
2016-10-19,Celtic Park,55.8497,-4.2054,9.0,0.0,10.5
2016-10-19,Spotify Camp Nou,41.3809,2.1228,17.4,1.1,15.2
2016-10-19,Olimp-2,47.222,39.702,4.0,0.0,20.9
2016-10-19,Allianz Arena,48.2188,11.6247,9.3,0.8,15.5
2016-10-18,VEB Arena,55.8306,37.644,3.7,0.0,12.5
2016-10-18,BayArena,51.0383,7.0022,11.0,2.9,18.0
2016-10-18,Estádio José Alvalade,38.7612,-9.1605,19.4,1.2,11.2
2016-10-18,Santiago Bernabéu,40.4531,-3.6883,15.0,3.4,6.8
2016-10-18,King Power Stadium,52.6204,-1.1422,10.1,2.1,30.7
2016-10-18,Jan Breydelstadion,51.1872,3.1964,11.8,3.9,29.0
2016-10-18,Maksimir,45.8177,16.0122,10.6,6.0,9.5
2016-10-18,Groupama Stadium,45.7655,4.9821,12.2,2.8,8.7
2016-11-01,Stadion im Borussia-Park,51.1746,6.385,9.1,0.0,14.8
2016-11-01,Estádio da Luz,38.7527,-9.1846,18.7,0.7,17.2
2016-11-01,Etihad Stadium,53.4831,-2.2004,8.0,0.0,15.5
2016-11-01,St. Jakob-Park,47.542,7.6208,8.8,0.0,8.1
2016-11-01,Philips Stadion,51.4416,5.4674,9.6,0.0,15.2
2016-11-01,Vasil Levski,42.6952,23.3394,3.5,0.0,12.7
2016-11-01,Vicente Calderón,40.3992,-3.7185,13.5,0.0,6.9
2016-11-01,Tüpraş Stadyumu,40.7699,29.9408,8.2,5.1,14.0
2016-11-02,Allianz Stadium,45.1096,7.6412,10.8,0.0,7.2
2016-11-02,Wembley Stadium,51.556,-0.2796,6.5,0.0,12.7
2016-11-02,SIGNAL IDUNA PARK,51.4926,7.4519,7.0,2.3,22.4
2016-11-02,Stade Louis-II,43.727,7.4155,15.8,0.0,9.3
2016-11-02,Ramón Sánchez-Pizjuán,37.384,-5.9706,18.8,0.0,9.2
2016-11-02,Stadion Miejski im. Marszałka Józefa Piłsudskiego,51.1433,16.9431,7.5,4.9,29.9
2016-11-02,Estádio do Dragão,41.1614,-8.5835,16.7,0.6,9.8
2016-11-02,Parken,55.7027,12.5783,5.2,0.0,31.0
2016-11-22,VEB Arena,55.8306,37.644,-5.8,0.0,20.8
2016-11-22,Parken,55.7027,12.5783,8.7,0.7,21.3
2016-11-22,Estádio José Alvalade,38.7612,-9.1605,10.8,0.1,18.0
2016-11-22,Ramón Sánchez-Pizjuán,37.384,-5.9706,12.5,2.6,7.7
2016-11-22,King Power Stadium,52.6204,-1.1422,7.6,3.7,16.5
2016-11-22,Stade Louis-II,43.727,7.4155,15.0,32.5,12.5
2016-11-22,Maksimir,45.8177,16.0122,10.9,0.0,8.3
2016-11-22,SIGNAL IDUNA PARK,51.4926,7.4519,11.0,3.6,24.2
2016-11-23,Olimp-2,47.222,39.702,-3.3,0.0,28.1
2016-11-23,Celtic Park,55.8497,-4.2054,0.2,0.0,9.4
2016-11-23,Stadion im Borussia-Park,51.1746,6.385,9.4,0.0,14.0
2016-11-23,Emirates Stadium,51.5549,-0.1084,7.3,0.0,22.2
2016-11-23,Vicente Calderón,40.3992,-3.7185,6.8,1.2,11.4
2016-11-23,Vasil Levski,42.6952,23.3394,4.4,0.0,6.6
2016-11-23,Diego Armando Maradona,40.8278,14.193,15.6,0.2,9.7
2016-11-23,Tüpraş Stadyumu,40.7699,29.9408,8.5,0.0,9.4
2016-12-06,NSK Olimpisky,50.4338,30.5218,-2.0,2.2,25.4
2016-12-06,St. Jakob-Park,47.542,7.6208,1.2,0.0,6.9
2016-12-06,Philips Stadion,51.4416,5.4674,0.1,0.0,10.0
2016-12-06,Parc des Princes,48.8414,2.253,2.8,0.0,9.1
2016-12-06,Spotify Camp Nou,41.3809,2.1228,13.6,0.0,15.1
2016-12-06,Allianz Arena,48.2188,11.6247,-1.0,0.0,8.6
2016-12-06,Etihad Stadium,53.4831,-2.2004,5.7,0.1,16.2
2016-12-06,Estádio da Luz,38.7527,-9.1846,14.5,0.0,15.4
2016-12-07,Estádio do Dragão,41.1614,-8.5835,12.1,0.0,13.6
2016-12-07,Jan Breydelstadion,51.1872,3.1964,6.8,0.0,23.1
2016-12-07,BayArena,51.0383,7.0022,2.6,0.0,17.8
2016-12-07,Santiago Bernabéu,40.4531,-3.6883,6.6,0.0,5.9
2016-12-07,Stadion Miejski im. Marszałka Józefa Piłsudskiego,51.1433,16.9431,0.3,0.0,14.4
2016-12-07,Allianz Stadium,45.1096,7.6412,1.7,0.0,5.6
2016-12-07,Wembley Stadium,51.556,-0.2796,10.1,0.0,20.5
2016-12-07,Groupama Stadium,45.7655,4.9821,0.8,0.0,4.5
2017-02-21,Etihad Stadium,53.4831,-2.2004,9.0,2.7,31.4
2017-02-15,Santiago Bernabéu,40.4531,-3.6883,7.2,0.0,11.1
2017-02-14,Estádio da Luz,38.7527,-9.1846,12.4,9.5,20.1
2017-02-15,Allianz Arena,48.2188,11.6247,-0.4,0.0,9.5
2017-02-22,Estádio do Dragão,41.1614,-8.5835,13.8,0.0,20.2
2017-02-21,BayArena,51.0383,7.0022,9.6,3.2,23.8
2017-02-14,Parc des Princes,48.8414,2.253,7.5,0.0,18.4
2017-02-22,Ramón Sánchez-Pizjuán,37.384,-5.9706,14.6,0.3,13.8
2017-03-15,Stade Louis-II,43.727,7.4155,13.8,0.0,5.1
2017-03-07,Diego Armando Maradona,40.8278,14.193,11.5,6.8,42.6
2017-03-08,SIGNAL IDUNA PARK,51.4926,7.4519,5.1,11.1,33.0
2017-03-07,Emirates Stadium,51.5549,-0.1084,6.2,1.1,17.2
2017-03-14,Allianz Stadium,45.1096,7.6412,9.6,0.0,8.9
2017-03-15,Vicente Calderón,40.3992,-3.7185,13.8,0.0,16.6
2017-03-08,Spotify Camp Nou,41.3809,2.1228,12.8,0.0,11.4
2017-03-14,King Power Stadium,52.6204,-1.1422,9.6,0.0,24.1
2017-04-12,Vicente Calderón,40.3992,-3.7185,19.2,0.5,13.0
2017-04-12,SIGNAL IDUNA PARK,51.4926,7.4519,9.9,0.5,27.7
2017-04-12,Allianz Arena,48.2188,11.6247,10.0,0.2,15.7
2017-04-11,Allianz Stadium,45.1096,7.6412,15.2,0.4,8.4
2017-04-18,King Power Stadium,52.6204,-1.1422,6.1,0.4,20.1
2017-04-19,Stade Louis-II,43.727,7.4155,13.2,0.4,17.7
2017-04-18,Santiago Bernabéu,40.4531,-3.6883,19.7,0.2,24.2
2017-04-19,Spotify Camp Nou,41.3809,2.1228,13.0,0.1,19.8
2017-05-02,Santiago Bernabéu,40.4531,-3.6883,14.6,0.0,12.3
2017-05-03,Stade Louis-II,43.727,7.4155,12.8,0.3,13.7
2017-05-10,Vicente Calderón,40.3992,-3.7185,18.1,2.6,26.8
2017-05-09,Allianz Stadium,45.1096,7.6412,15.2,0.0,7.0
2017-06-03,Millennium Stadium,51.4782,-3.1826,12.7,0.6,23.4
2017-09-12,Estádio da Luz,38.7527,-9.1846,19.9,0.0,25.1
2017-09-12,Old Trafford,53.4631,-2.2913,12.4,9.6,32.0
2017-09-12,Allianz Arena,48.2188,11.6247,12.0,4.9,18.7
2017-09-12,Celtic Park,55.8497,-4.2054,11.0,7.8,20.5
2017-09-12,Stamford Bridge,51.4816,-0.191,13.6,2.5,38.3
2017-09-12,Olimpico di Roma,41.9335,12.4544,20.2,0.0,23.3
2017-09-12,Spotify Camp Nou,41.3809,2.1228,19.9,20.4,18.8
2017-09-12,Stadio Georgios Karaiskakis,37.9368,23.6689,26.9,0.0,21.6
2017-09-13,Ljudski Vrt,46.5574,15.636,15.0,0.0,17.0
2017-09-13,Anfield,53.4308,-2.9608,12.0,19.6,47.2
2017-09-13,"Stadion Feyenoord ""De Kuip""",51.8939,4.523,14.7,11.7,46.4
2017-09-13,OSK Metalist,49.9808,36.2523,23.0,0.9,24.1
2017-09-13,Red Bull Arena,51.3457,12.3483,14.6,5.6,36.0
2017-09-13,Estádio do Dragão,41.1614,-8.5835,18.0,0.0,22.8
2017-09-13,Santiago Bernabéu,40.4531,-3.6883,22.0,0.0,11.7
2017-09-13,Wembley Stadium,51.556,-0.2796,14.1,2.6,40.0
2017-09-26,Ramón Sánchez-Pizjuán,37.384,-5.9706,24.6,0.0,16.3
2017-09-26,Lukoil Arena,55.7165,37.5597,10.1,1.1,18.3
2017-09-26,Diego Armando Maradona,40.8278,14.193,18.2,0.2,12.7
2017-09-26,Etihad Stadium,53.4831,-2.2004,14.5,0.1,12.5
2017-09-26,Tüpraş Stadyumu,40.7699,29.9408,20.9,1.0,12.8
2017-09-26,Stade Louis-II,43.727,7.4155,19.2,2.7,8.7
2017-09-26,SIGNAL IDUNA PARK,51.4926,7.4519,12.5,2.4,11.9
2017-09-26,GSP Stadium,35.1649,33.3649,24.3,0.0,16.2
2017-09-27,St. Jakob-Park,47.542,7.6208,15.4,0.0,7.2
2017-09-27,VEB Arena,55.8306,37.644,8.2,0.0,8.8
2017-09-27,Parc des Princes,48.8414,2.253,15.1,0.1,14.0
2017-09-27,Constant Vanden Stock Stadion,50.8339,4.3014,15.2,0.3,13.0
2017-09-27,Riyadh Air Metropolitano,40.4361,-3.5995,19.9,0.0,9.8
2017-09-27,Baku Olympic Stadium,40.3969,49.892,17.6,1.9,35.0
2017-09-27,Estádio José Alvalade,38.7612,-9.1605,20.1,0.0,19.3
2017-09-27,Allianz Stadium,45.1096,7.6412,17.6,0.0,9.7
2017-10-18,VEB Arena,55.8306,37.644,10.5,3.1,29.9
2017-10-18,Estádio da Luz,38.7527,-9.1846,16.4,4.7,16.9
2017-10-18,Constant Vanden Stock Stadion,50.8339,4.3014,15.2,0.0,13.4
2017-10-18,Allianz Arena,48.2188,11.6247,11.7,0.0,9.4
2017-10-18,Baku Olympic Stadium,40.3969,49.892,13.9,0.0,23.3
2017-10-18,Stamford Bridge,51.4816,-0.191,13.5,1.5,15.6
2017-10-18,Allianz Stadium,45.1096,7.6412,15.0,0.0,10.1
2017-10-18,Spotify Camp Nou,41.3809,2.1228,18.4,7.6,12.9
2017-10-17,Lukoil Arena,55.7165,37.5597,8.2,0.4,25.0
2017-10-17,Ljudski Vrt,46.5574,15.636,16.2,0.0,7.2
2017-10-17,Etihad Stadium,53.4831,-2.2004,12.4,0.0,33.2
2017-10-17,"Stadion Feyenoord ""De Kuip""",51.8939,4.523,14.6,0.0,21.9
2017-10-17,Stade Louis-II,43.727,7.4155,18.1,0.0,7.1
2017-10-17,Red Bull Arena,51.3457,12.3483,16.5,0.0,12.4
2017-10-17,GSP Stadium,35.1649,33.3649,21.9,0.0,12.6
2017-10-17,Santiago Bernabéu,40.4531,-3.6883,15.9,7.9,20.2
2017-10-31,St. Jakob-Park,47.542,7.6208,4.7,0.0,7.3
2017-10-31,Old Trafford,53.4631,-2.2913,9.3,0.0,12.5
2017-10-31,Parc des Princes,48.8414,2.253,6.7,0.0,8.0
2017-10-31,Celtic Park,55.8497,-4.2054,11.5,4.1,23.3
2017-10-31,Riyadh Air Metropolitano,40.4361,-3.5995,12.5,0.0,14.6
2017-10-31,Olimpico di Roma,41.9335,12.4544,15.3,0.0,12.4
2017-10-31,Estádio José Alvalade,38.7612,-9.1605,17.8,0.0,13.1
2017-10-31,Stadio Georgios Karaiskakis,37.9368,23.6689,16.2,0.0,15.9
2017-11-01,Ramón Sánchez-Pizjuán,37.384,-5.9706,19.3,0.0,11.6
2017-11-01,Anfield,53.4308,-2.9608,10.6,1.4,16.9
2017-11-01,Diego Armando Maradona,40.8278,14.193,13.6,0.0,15.1
2017-11-01,OSK Metalist,49.9808,36.2523,1.9,0.5,26.6
2017-11-01,Tüpraş Stadyumu,40.7699,29.9408,8.2,0.2,7.4
2017-11-01,Estádio do Dragão,41.1614,-8.5835,16.8,0.2,21.0
2017-11-01,SIGNAL IDUNA PARK,51.4926,7.4519,10.1,0.8,18.9
2017-11-01,Wembley Stadium,51.556,-0.2796,9.6,0.0,11.8
2017-11-22,VEB Arena,55.8306,37.644,-1.2,0.1,24.5
2017-11-22,St. Jakob-Park,47.542,7.6208,7.0,0.0,13.1
2017-11-22,Constant Vanden Stock Stadion,50.8339,4.3014,10.4,0.0,29.0
2017-11-22,Parc des Princes,48.8414,2.253,10.5,0.0,24.1
2017-11-22,Baku Olympic Stadium,40.3969,49.892,13.1,0.4,48.4
2017-11-22,Riyadh Air Metropolitano,40.4361,-3.5995,7.5,0.0,8.4
2017-11-22,Allianz Stadium,45.1096,7.6412,5.5,0.0,7.1
2017-11-22,Estádio José Alvalade,38.7612,-9.1605,15.5,0.0,21.1
2017-11-21,Lukoil Arena,55.7165,37.5597,-0.5,1.2,18.3
2017-11-21,Ramón Sánchez-Pizjuán,37.384,-5.9706,14.1,0.0,10.4
2017-11-21,Etihad Stadium,53.4831,-2.2004,12.0,9.7,27.5
2017-11-21,Diego Armando Maradona,40.8278,14.193,9.9,0.0,14.1
2017-11-21,Stade Louis-II,43.727,7.4155,11.5,0.0,10.8
2017-11-21,Tüpraş Stadyumu,40.7699,29.9408,6.5,7.8,17.9
2017-11-21,GSP Stadium,35.1649,33.3649,14.1,2.2,25.4
2017-11-21,SIGNAL IDUNA PARK,51.4926,7.4519,9.3,4.7,24.4
2017-12-05,Estádio da Luz,38.7527,-9.1846,8.7,0.0,13.2
2017-12-05,Old Trafford,53.4631,-2.2913,7.0,0.3,16.4
2017-12-05,Allianz Arena,48.2188,11.6247,1.9,1.8,21.3
2017-12-05,Celtic Park,55.8497,-4.2054,7.8,0.0,25.3
2017-12-05,Stamford Bridge,51.4816,-0.191,6.2,0.0,14.5
2017-12-05,Olimpico di Roma,41.9335,12.4544,6.0,0.0,12.1
